burst,class,3 class,complete,duration,sig_dur,sig_asym,sig_lag,pulse pk flux,sig_pk flux,S(1+2+3),sigS(1+2+3),hr31 (erg),sig hr31 (erg),log10(dur),asymmetry,lag,log10(p256),log10(S),log10(hr31)
BATSE 3109 p02,L,L,C,30.24,1.23,0.019,0.309,0.596,0.09,1.35E-06,4.35E-08,3.928,0.307,1.480581787,0.986,0.94,-1.045196322,-5.871277716,0.594171479
BATSE 3109 p03,L,L,C,6.48,0.9,0.005,0.428,0.378,0.062,4.45E-07,2.43E-08,1.453,0.168,0.811575006,0.199,0.14,-1.205031054,-6.351932871,0.162265614
BATSE 3109 p04,L,L,C,9.47,0.88,0.058,0.647,0.291,0.051,2.94E-07,1.83E-08,0.916,0.145,0.976349979,0.986,-0.23,-1.291160468,-6.532391894,-0.038104526
BATSE 3110 p01,L,L,?,1.13,0.14,0.1,0.052,2.429,0.13,8.32E-07,4.02E-08,32.14,5.086,0.053078443,1,0.001,-0.886874281,-6.079667928,1.507045872
BATSE 3110 p02,L,L,?,12.29,0.76,0.02,0.13,1.752,0.108,5.03E-06,9.59E-08,20.571,1.148,1.089551883,0.85,-0.71,-0.964747786,-5.29817307,1.313255404
BATSE 3110 p03,L,L,?,6.039,0.69,0.05,0.285,0.592,0.048,1.34E-06,4.89E-08,8.591,0.675,0.78096503,0.833,-0.319,-1.320083739,-5.873219423,0.934043719
BATSE 3114 p01,L,S,C,1.62,0.25,0.084,0.287,0.657,0.129,1.23E-07,1.44E-08,10.44,3.077,0.209515015,0.865,0.328,-0.889686221,-6.909389292,1.018700499
BATSE 3115 p01,L,L,I,3.86,0.39,0.029,0.101,2.179,0.126,8.21E-07,3.62E-08,5.856,0.575,0.586587305,0.955,0.23,-0.90113623,-6.085498177,0.767601068
BATSE 3115 p02,L,L,I,1.21,0.21,0.014,0.029,5.941,0.257,8.75E-07,3.83E-08,7.191,0.699,0.08278537,0.482,0.11,-0.590809129,-6.057892691,0.856789289
BATSE 3115 p03,L,L,I,0.559,0.14,0.02,0.021,6.397,0.272,5.20E-07,3.01E-08,17.037,2.859,-0.252588192,0.26,0,-0.565813518,-6.284247283,1.231393123
BATSE 3115 p04,L,L,I,3.36,0.37,0.011,0.037,9.372,0.37,3.41E-06,7.53E-08,7.57,0.381,0.526339277,0.936,0.16,-0.432109724,-5.467245621,0.87909588
BATSE 3115 p05,L,L,I,4.52,0.44,0.009,0.037,7.499,0.308,4.00E-06,8.40E-08,12.549,0.663,0.655138435,0.897,0.23,-0.511088259,-5.39815721,1.098609119
BATSE 3115 p06,L,L,I,7.34,0.59,0.056,0.306,0.837,0.07,7.18E-07,3.58E-08,11.824,1.429,0.86569606,0.896,-0.23,-1.154671969,-6.143996546,1.072764421
BATSE 3119 p01,L,L,?,72.03,2.17,0.03,0.811,0.296,0.071,1.52E-06,4.37E-08,1.55,0.105,1.857513415,0.955,12.557,-1.150455846,-5.818728228,0.190331698
BATSE 3119 p02,L,L,?,10.74,0.79,0.072,0.604,0.271,0.065,2.46E-07,1.54E-08,0.97,0.241,1.031004281,0.954,-0.14,-1.184336886,-6.609241471,-0.013228266
BATSE 3120 p01,L,L,C,1.923,0.3,0.002,0.166,0.836,0.125,2.23E-07,1.83E-08,4.141,0.747,0.283979284,0.151,-0.138,-0.904370014,-6.652279783,0.617105231
BATSE 3120 p02,L,L,C,4.929,0.49,0.034,0.174,0.832,0.124,4.57E-07,2.56E-08,3.089,0.38,0.692758818,0.925,-0.016,-0.906293145,-6.340559218,0.489817908
BATSE 3120 p03,L,L,C,5.179,0.47,0.034,0.217,0.736,0.111,3.62E-07,2.24E-08,2.343,0.314,0.714245911,0.971,0.413,-0.953099225,-6.441891698,0.369772289
BATSE 3127 p01,L,X,C,53.8,1.81,0.031,1.204,0.209,0.056,1.02E-06,3.46E-08,0.734,0.056,1.730782276,0.938,5.575,-1.255193525,-5.991399828,-0.13430394
BATSE 3130 p01,L,X,C,35.49,1.5,0.031,1.025,0.259,0.071,8.90E-07,3.45E-08,2.467,0.224,1.550105999,0.983,5.558,-1.148896464,-6.050658793,0.392169149
BATSE 3132 p01,L,L,C,5.32,0.52,0.037,0.183,0.727,0.131,3.97E-07,2.23E-08,1.613,0.216,0.725911632,0.888,0.433,-0.881762184,-6.401756808,0.207634367
BATSE 3132 p02,L,L,C,13.39,0.99,0.008,0.295,0.682,0.124,1.06E-06,3.68E-08,1.869,0.155,1.126780577,0.437,0.58,-0.907015589,-5.973875483,0.271609301
BATSE 3472 p01,L,L,C,16.83,2.26,0.031,0.408,0.631,0.081,4.04E-06,7.85E-08,2.158,0.077,1.226084116,0.958,-0.32,-1.0939724,-5.394156461,0.33405144
BATSE 3472 p02,L,L,C,6.64,1.49,0.033,0.241,0.53,0.07,2.98E-06,7.69E-08,24.481,1.783,0.822168079,0.634,0.7,-1.153393553,-5.525929497,1.388829154
BATSE 3480 p01,L,L,C,1,0.15,0.011,0.014,19.457,0.456,2.60E-06,6.80E-08,20.806,1.664,0,0.765,0.004,-0.341226616,-5.58519372,1.318188594
BATSE 3480 p02,L,L,C,3.06,0.41,0.012,0.024,6.352,0.196,3.79E-06,8.06E-08,8.873,0.435,0.485721426,0.875,0.11,-0.707667628,-5.42181939,0.948070482
BATSE 3480 p03,L,L,C,9.45,1.7,0.018,0.184,1.347,0.076,6.18E-06,9.67E-08,2.626,0.08,0.975431809,0.933,0.86,-1.119434019,-5.209222399,0.419294722
BATSE 3648 p01,L,L,I,34.43,6.3,0.014,0.524,0.717,0.058,2.11E-05,1.51E-07,0.961,0.02,1.536937023,0.946,3.43,-1.236445807,-4.6767479,-0.017276612
BATSE 3648 p02,L,L,I,31.49,6.69,0.02,0.669,0.524,0.048,1.35E-05,1.11E-07,0.344,0.009,1.498172661,0.956,2.48,-1.317222402,-4.870632404,-0.463441557
BATSE 5415 p01,L,L,C,25.13,1.35,0.012,0.402,1.135,0.129,2.92E-06,6.57E-08,3.418,0.165,1.400192489,0.9,3.23,-0.88962035,-5.534468443,0.533772058
BATSE 6335 p01,L,L,C,4.58,0.49,0.041,0.084,3.827,0.247,1.78E-06,5.41E-08,5.423,0.343,0.660865478,0.826,0.25,-0.608056175,-5.749336081,0.734239604
BATSE 6335 p02,L,L,C,6.11,0.66,0.007,0.109,2.326,0.167,1.66E-06,5.05E-08,7.234,0.558,0.78604121,0.217,0.79,-0.778190905,-5.779107751,0.859378504
BATSE 6335 p03,L,L,C,27.58,4.06,0.04,0.633,0.791,0.079,6.79E-06,8.28E-08,0.634,0.024,1.440594262,0.983,3.25,-1.102174727,-5.168386145,-0.197910742
BATSE 6335 p04,L,L,C,16.4,5.02,0.055,0.316,1.047,0.095,1.28E-05,1.02E-07,0.286,0.02,1.214843848,0.913,1.38,-1.023538573,-4.892111975,-0.543633967
BATSE 6335 p05,L,L,C,28.56,3.38,0.015,0.455,1.425,0.117,7.69E-06,8.20E-08,0.303,0.011,1.455758203,0.941,-0.59,-0.932745553,-5.113960724,-0.518557371
BATSE 6621 p01,L,L,C,16.01,1.3,0.033,0.489,0.37,0.044,1.03E-06,4.14E-08,5.98,0.508,1.204391332,0.661,3.93,-1.353545411,-5.987584625,0.776701184
BATSE 6621 p02,L,L,C,0.04,0.43,0.012,0.025,5.165,0.245,2.23E-06,5.92E-08,5.176,0.302,-1.397940009,0.882,0.08,-0.610109229,-5.650916831,0.713994268
BATSE 6621 p03,L,L,C,19.03,3.01,0.019,0.272,1.462,0.099,1.16E-05,1.23E-07,1.856,0.045,1.279438788,0.356,0.56,-1.002914878,-4.934793872,0.268577972
BATSE 1051 p01,S,X,C,0.237,0.11,0.116,0.068,0.616,0.129,1.10E-07,1.42E-08,11.679,3.502,-0.625251654,0.745,-0.01,-0.890505457,-6.957424488,1.067405658
BATSE 1073 p01,S,S,C,0.374,0.1,0.022,0.066,2.471,0.223,1.79E-07,1.75E-08,7.429,1.585,-0.427128398,0.702,0.05,-0.651400556,-6.747875447,0.870930358
BATSE 1076 p01,S,S,C,0.22,0.06,0.066,0.03,2.725,0.197,1.56E-07,1.65E-08,13.181,3.658,-0.657577319,0.66,0.014,-0.705703003,-6.80631897,1.11994836
BATSE 1088 p01,S,S,C,0.16,0.06,0.1,0.011,6.47,0.279,5.17E-07,3.08E-08,15.24,2.335,-0.795880017,0.874,-0.012,-0.554876492,-6.286257522,1.182984967
BATSE 1096 p01,S,S,C,0.296,0.09,0.036,0.132,0.995,0.152,5.94E-08,9.70E-09,5.641,2.053,-0.528708289,0.626,-0.016,-0.817780759,-7.226506108,0.7513561
BATSE 1097 p01,S,S,C,0.0684,0.03,0.1,0.028,9.389,1.182,3.04E-07,2.45E-08,30.103,7.56,-1.164943898,0.263,-0.025,0.072617959,-6.5172693,1.478609779
BATSE 1102 p01,S,S,C,0.298,0.09,0.034,0.043,1.675,0.165,1.14E-07,1.36E-08,7.719,2.189,-0.525783736,0.715,0.027,-0.782296739,-6.94195377,0.887561041
BATSE 1112 p01,S,S,?,0.867,0.16,0.018,0.135,1.409,0.157,3.22E-07,2.41E-08,14.938,2.934,-0.061980903,0.637,-0.066,-0.802844484,-6.491874464,1.174292455
BATSE 1128 p01,S,X,C,0.072,0.04,0.1,2.301,1.473,0.434,6.12E-08,1.10E-08,,,-1.142667504,0.256,-0.216,-0.362854538,-7.213319547,
BATSE 1129 p01,S,X,C,1.36,0.19,0.077,0.135,0.497,0.111,9.20E-08,1.23E-08,7.19,2.183,0.133538908,0.982,-0.201,-0.95568899,-7.03602339,0.85672889
BATSE 1142 p01,T,X,C,0.229,0.08,0,0.389,0.578,0.129,3.63E-08,7.94E-09,7.566,3.547,-0.640164518,0.03,-0.075,-0.889576063,-7.439973751,0.878866337
BATSE 1154 p01,S,S,C,0.422,0.11,0,0.18,1.57,0.168,1.42E-07,1.61E-08,18.673,5.949,-0.374687549,0.034,0.019,-0.773539494,-6.84863015,1.271214097
BATSE 1211 p01,S,S,C,0.825,0.15,0.057,0.127,1.676,0.186,1.69E-07,1.71E-08,12.651,3.337,-0.083546051,0.976,0.031,-0.729909599,-6.772884917,1.102124856
BATSE 1223 p01,S,I,C,1.23,0.21,0.046,0.117,0.665,0.11,1.18E-07,1.20E-08,1.379,0.34,0.089905111,0.792,0.001,-0.957625861,-6.927382523,0.139564266
BATSE 1289 p01,S,S,?,1.02,0.17,0.036,0.079,1.226,0.145,2.05E-07,1.82E-08,6.158,1.211,0.008600172,0.979,0.047,-0.838495954,-6.688882157,0.789439685
BATSE 1308 p01,S,S,C,0.22,0.08,0,0.06,1.564,0.163,9.91E-08,1.31E-08,11.883,3.975,-0.657577319,0.03,0.036,-0.78778311,-7.003794894,1.074926097
BATSE 1359 p01,S,S,C,0.379,0.1,0,0.126,1.252,0.171,1.04E-07,1.35E-08,9.676,2.884,-0.42136079,0.042,0.027,-0.766869207,-6.981715692,0.98569586
BATSE 1404 p01,S,X,C,1.99,,0,,0.377,0.098,,,,,0.298853076,0.023,,-1.007539834,,
BATSE 1453 p01,S,S,C,0.283,0.09,0.004,0.012,8.678,0.334,6.28E-07,3.29E-08,11.64,1.541,-0.548213564,0.455,0.032,-0.476579795,-6.202178689,1.06595298
BATSE 1461 p01,S,X,C,0.194,0.07,0,0.125,0.631,0.163,4.81E-08,9.29E-09,14.667,7.414,-0.71219827,0.029,0.016,-0.789067506,-7.317674381,1.166341292
BATSE 1463 p01,S,S,C,0.259,0.07,0.021,0.014,2.031,0.165,1.35E-07,1.33E-08,2.11,0.483,-0.586700236,0.746,0.019,-0.782040599,-6.871277716,0.324282455
BATSE 1481 p01,S,S,C,1.25,0.23,0.001,0.18,0.734,0.133,1.28E-07,1.33E-08,2.494,0.578,0.096910013,0.076,0.069,-0.876194614,-6.891773344,0.396896449
BATSE 1518 p01,S,S,C,0.694,0.14,0.021,0.04,3.562,0.261,3.01E-07,2.26E-08,7.704,1.284,-0.15864053,0.918,-0.035,-0.582893476,-6.521289244,0.886716274
BATSE 1518 p02,S,S,C,0.74,0.11,0.173,0.197,0.658,0.069,3.05E-08,6.81E-09,2.444,1.031,-0.13076828,0.959,0.174,-1.160524157,-7.516127546,0.388101202
BATSE 1546 p01,M,L,?,0.821,0.15,0.001,0.121,1.894,0.165,3.94E-07,2.71E-08,19.988,3.877,-0.085656843,0.142,0.027,-0.781702128,-6.404834585,1.300769341
BATSE 1588 p01,S,S,C,0.263,0.08,0.005,0.103,1.379,0.136,1.15E-07,1.37E-08,6.554,1.74,-0.580044252,0.244,0,-0.864941835,-6.941194513,0.816506437
BATSE 1626 p01,S,L,C,0.885,0.18,0.001,0.049,2.389,0.177,3.90E-07,2.51E-08,5.78,0.814,-0.053056729,0.147,0.006,-0.751135835,-6.408601449,0.761927838
BATSE 1635 p01,S,S,C,0.782,0.12,0.1,0.089,1.355,0.157,1.70E-07,1.69E-08,9.676,2.354,-0.106793247,1,-0.02,-0.805039196,-6.768785352,0.98569586
BATSE 1659 p01,S,S,C,0.552,0.09,0.1,0.48,0.891,0.191,3.87E-08,8.09E-09,13.241,7.571,-0.258060922,1,0,-0.718894953,-7.411840384,1.121920786
BATSE 1662 p01,S,X,C,0.152,0.04,0.1,0.07,2.197,0.37,6.16E-08,9.09E-09,5.296,2.228,-0.818156412,1,0.014,-0.431826374,-7.21013737,0.723947976
BATSE 1680 p01,S,X,C,0.0647,0.02,0.1,0.123,5.761,1.493,4.61E-08,9.23E-09,73.333,75.343,-1.189095719,0.204,0.054,0.173945482,-7.336676066,1.865299452
BATSE 1694 p01,S,S,?,0.553,0.13,0,0.095,1.621,0.157,1.70E-07,1.72E-08,8.017,1.768,-0.257274869,0.042,-0.034,-0.802890495,-6.770574152,0.904011884
BATSE 1741 p01,S,S,C,0.219,0.07,0.1,0.076,1.179,0.135,1.05E-07,1.38E-08,13.58,4.47,-0.659555885,0.836,0.031,-0.868957031,-6.979638717,1.13289977
BATSE 1760 p01,S,S,?,0.915,0.17,0.017,0.02,3.019,0.176,6.67E-07,3.36E-08,8.725,1.026,-0.038578906,0.676,-0.26,-0.753870843,-6.176004409,0.940765436
BATSE 1791 p01,S,I,C,0.497,0.11,0.057,0.037,1.432,0.147,1.06E-07,1.20E-08,2.794,0.74,-0.303643611,0.955,-0.108,-0.832730506,-6.973875483,0.446226402
BATSE 1968 p01,S,S,C,0.597,0.14,0.002,0.405,0.838,0.133,1.21E-07,1.44E-08,6.844,1.729,-0.224025669,0.112,-0.076,-0.875154544,-6.91649738,0.835310001
BATSE 2003 p01,S,S,C,0.393,0.1,0.051,0.054,1.629,0.182,9.94E-08,1.36E-08,22.698,9.317,-0.40560745,0.817,-0.04,-0.740808023,-7.002701008,1.355987592
BATSE 2040 p01,S,X,?,1.741,0.29,0,0.317,0.793,0.142,1.85E-07,1.75E-08,6.984,1.485,0.240798771,0.026,-0.252,-0.848214782,-6.73189027,0.844104231
BATSE 2043 p01,S,S,C,0.407,0.11,0.003,0.106,0.791,0.139,5.15E-08,8.76E-09,4.074,1.54,-0.390405591,0.145,-0.026,-0.855774312,-7.28810845,0.610021025
BATSE 2049 p01,S,S,C,0.07,,0.1,0.001,16.828,1.803,,,,,-1.15490196,0.178,0.01,0.25589057,,
BATSE 2056 p01,S,I,C,0.404,0.1,0.089,0.165,0.715,0.138,4.79E-08,8.79E-09,6.79,2.863,-0.393618635,0.808,0.061,-0.860099903,-7.320027306,0.831869774
BATSE 2068 p01,S,S,C,0.28,0.09,0.014,0.01,7.943,0.308,4.82E-07,2.83E-08,7.399,0.988,-0.552841969,0.727,0,-0.511725642,-6.317043074,0.869173027
BATSE 2103 p01,S,S,C,0.685,0.13,0.077,0.112,1.201,0.149,1.27E-07,1.51E-08,13.968,4.243,-0.164309429,0.926,-0.11,-0.827137501,-6.895171596,1.145134226
BATSE 2117 p01,S,X,C,0.97,0.12,0.1,0.484,0.774,0.206,6.43E-08,1.10E-08,15.132,6.444,-0.013228266,1,0,-0.685750699,-7.191924132,1.179896333
BATSE 2125 p01,S,S,C,0.372,0.09,0.011,0.007,9.072,0.309,7.12E-07,3.49E-08,8.491,0.947,-0.42945706,0.865,-0.026,-0.510252517,-6.147642016,0.928958841
BATSE 2126 p01,S,S,C,0.47,0.08,0.1,0.026,3.47,0.256,2.23E-07,2.01E-08,15.741,3.765,-0.327902142,1,-0.08,-0.591232101,-6.651695137,1.197032319
BATSE 2145 p01,S,S,C,0.366,0.1,0.054,0.148,0.682,0.122,4.97E-08,9.35E-09,14.667,7.414,-0.436518915,0.513,-0.006,-0.915289195,-7.303643611,1.166341292
BATSE 2146 p01,S,S,C,0.211,0.06,0.1,0.037,2.754,0.405,7.31E-08,1.11E-08,4.63,1.353,-0.675717545,1,-0.034,-0.392864981,-7.13637978,0.665580991
BATSE 2155 p01,S,S,C,1.38,0.2,0.052,0.146,1.011,0.118,2.28E-07,2.02E-08,10.949,2.267,0.139879086,0.958,0.042,-0.926911904,-6.642255675,1.039374456
BATSE 2163 p01,S,S,C,0.904,0.17,0,0.244,0.784,0.133,1.09E-07,1.37E-08,9.676,2.884,-0.04383157,0.031,0.059,-0.876722155,-6.962573502,0.98569586
BATSE 2167 p01,S,S,C,0.1833,,0.016,0.022,2.1,0.165,,,,,-0.736837535,0.477,-0.015,-0.782391168,,
BATSE 2201 p01,S,S,C,0.45,0.11,0,0.123,1.173,0.143,1.10E-07,1.38E-08,11.349,3.536,-0.346787486,0.023,-0.025,-0.845053219,-6.958212681,1.054957596
BATSE 2205 p01,S,S,C,0.561,0.13,0.001,0.206,0.896,0.148,7.18E-08,1.11E-08,6.79,2.218,-0.251037139,0.071,0.057,-0.82940698,-7.143633676,0.831869774
BATSE 2206 p01,S,S,C,0.659,0.15,0.051,0.386,1.165,0.15,1.20E-07,1.47E-08,11.458,3.335,-0.181114585,0.735,-0.094,-0.824110407,-6.92190585,1.059108818
BATSE 2217 p01,S,S,?,1.132,0.19,0,0.089,2.677,0.192,5.26E-07,3.12E-08,16.616,2.596,0.053846427,0.032,-0.011,-0.717701482,-6.279096829,1.220526484
BATSE 2220 p01,S,S,C,0.353,0.1,0,0.094,2.869,0.31,1.39E-07,1.52E-08,10.412,2.895,-0.452225295,0.031,0.004,-0.508610076,-6.857923539,1.017534159
BATSE 2265 p01,S,S,?,0.922,0.18,0.071,0.302,1.031,0.146,1.28E-07,1.49E-08,13.095,4.007,-0.035269079,0.853,-0.072,-0.83711334,-6.892111975,1.117105503
BATSE 2268 p01,S,S,C,1.21,0.22,0.001,0.103,2.197,0.197,3.43E-07,2.41E-08,8.512,1.383,0.08278537,0.103,0.131,-0.70630699,-6.46470588,0.930031615
BATSE 2273 p01,S,S,?,0.343,0.06,0.1,0.009,9.47,0.277,5.00E-07,2.90E-08,9.18,1.274,-0.46470588,1,0.005,-0.557572185,-6.301464507,0.962842681
BATSE 2288 p01,S,S,C,0.676,0.14,0.075,0.328,0.826,0.131,1.09E-07,1.41E-08,14.259,4.667,-0.170053304,0.753,0.114,-0.883270372,-6.962573502,1.154089069
BATSE 2312 p01,S,S,C,0.353,0.1,0,0.17,1.756,0.196,1.16E-07,1.46E-08,16.667,5.606,-0.452225295,0.027,-0.035,-0.707421127,-6.937042166,1.221857435
BATSE 2320 p01,S,S,C,0.778,0.13,0.026,0.014,7.902,0.294,9.02E-07,3.74E-08,5.03,0.464,-0.109020403,0.983,0.111,-0.531956806,-6.044986097,0.701567985
BATSE 2326 p01,S,X,C,0.0578,0.04,0.1,0.004,20.79,3.876,5.38E-07,3.13E-08,30.933,6.333,-1.238072162,0.28,0,0.588415353,-6.269621531,1.490422042
BATSE 2330 p01,S,S,C,0.186,0.06,0.059,0.069,1.558,0.083,7.81E-08,1.17E-08,7.605,2.433,-0.730487056,0.369,0.03,-1.081336236,-7.107293362,0.881099218
BATSE 2330 p02,S,S,C,0.296,0.08,0.007,0.021,5.618,0.245,4.89E-07,2.99E-08,11.058,1.546,-0.528708289,0.572,-0.021,-0.610261027,-6.311135432,1.043676586
BATSE 2332 p01,S,X,C,0.072,0.03,0.1,0.049,2.095,0.511,3.37E-08,7.06E-09,4.074,1.921,-1.142667504,0.254,0.026,-0.291859563,-7.471854922,0.610021025
BATSE 2357 p01,S,S,?,0.783,0.16,0.001,0.077,1.897,0.171,2.40E-07,2.01E-08,8.919,1.77,-0.106238238,0.121,-0.07,-0.76713947,-6.620150821,0.950316164
BATSE 2360 p01,S,S,C,0.731,0.16,0.038,0.162,1.179,0.154,1.13E-07,1.35E-08,6.79,1.874,-0.136082623,0.626,0.033,-0.812412081,-6.94577009,0.831869774
BATSE 2365 p01,S,S,C,0.677,0.16,0.026,0.182,0.807,0.128,9.41E-08,1.25E-08,7.429,2.242,-0.169411331,0.422,-0.065,-0.892881173,-7.026271941,0.870930358
BATSE 2372 p01,S,X,C,0.269,0.09,0,0.17,0.495,0.115,3.63E-08,7.76E-09,6.111,2.789,-0.57024772,0.014,-0.004,-0.938206979,-7.43985416,0.786112284
BATSE 2377 p01,S,S,?,0.9265,0.17,0,0.073,2.667,0.18,6.19E-07,3.33E-08,13.444,1.834,-0.033154576,0.035,0.055,-0.745053919,-6.208028799,1.128528504
BATSE 2395 p01,S,S,C,0.223,0.08,0,0.086,0.784,0.182,2.83E-08,7.02E-09,20.37,15.779,-0.651695137,0.026,0.074,-0.739045841,-7.548674192,1.308991029
BATSE 2412 p01,S,X,C,2.42,0.32,0.067,0.331,0.462,0.103,1.30E-07,1.27E-08,1.643,0.389,0.383815366,0.938,-0.2,-0.987362461,-6.885722703,0.215637563
BATSE 2434 p01,S,X,C,0.569,0.15,0,0.146,0.509,0.105,6.02E-08,9.01E-09,1.84,0.592,-0.244887734,0.034,-0.142,-0.979219132,-7.220187137,0.264817823
BATSE 2448 p01,S,S,C,1.42,0.22,0,0.519,0.696,0.135,1.70E-07,1.79E-08,40.159,15.93,0.152288344,0.04,-0.355,-0.86909986,-6.769551079,1.60378289
BATSE 2449 p01,S,X,C,0.25,0.07,0,0.124,0.596,0.126,3.58E-08,7.92E-09,8.827,4.357,-0.602059991,0.034,0.007,-0.898527884,-7.446116973,0.945813127
BATSE 2454 p01,S,I,C,2.488,0.34,0.032,0.287,0.769,0.129,2.19E-07,1.84E-08,4.829,0.892,0.395850376,0.586,0.234,-0.887944334,-6.660349842,0.683857205
BATSE 2463 p01,S,X,C,0.112,0.11,0.1,0.024,0.399,0.081,6.84E-08,7.90E-09,0.905,0.5,-0.950781977,0.358,0,-1.092933847,-7.165261481,-0.043351421
BATSE 2464 p01,S,S,C,0.0591,0,0.1,0.001,22.577,3.014,1.31E-08,3.88E-09,1.63,1.363,-1.228412519,0.183,0,0.479171172,-7.883060353,0.212187604
BATSE 2485 p01,S,S,C,0.369,0.11,0,0.161,0.842,0.155,4.71E-08,8.62E-09,8.148,3.772,-0.432973634,0.03,0.008,-0.809867577,-7.32670256,0.91105102
BATSE 2487 p01,S,S,C,0.485,0.12,0,0.206,1.282,0.156,1.16E-07,1.45E-08,11.951,3.573,-0.314258261,0.045,-0.063,-0.807153553,-6.934420285,1.077404246
BATSE 2502 p01,S,S,C,0.645,0.13,0.067,0.214,1.451,0.157,1.40E-07,1.59E-08,13.495,3.85,-0.190440285,0.955,0.116,-0.803313961,-6.855114582,1.130172889
BATSE 2504 p01,S,X,C,0.0598,0.03,0.1,0.001,27.918,2.401,6.00E-07,2.99E-08,6.862,0.889,-1.223298816,0.288,0.026,0.380455751,-6.221559316,0.836450714
BATSE 2512 p01,S,S,C,0.406,0.11,0,0.041,1.934,0.153,1.73E-07,1.67E-08,5.641,1.185,-0.391473966,0.04,0.022,-0.816624641,-6.763210901,0.7513561
BATSE 2513 p01,S,I,C,1.156,0.21,0.049,0.167,0.753,0.134,1.06E-07,1.14E-08,1.336,0.344,0.062957834,0.771,0.119,-0.872486447,-6.973058372,0.125806458
BATSE 2514 p01,S,S,C,0.318,0.09,0,0.003,19.136,0.444,1.52E-06,4.95E-08,6.073,0.44,-0.49757288,0.021,0.022,-0.35245579,-5.817300097,0.783403281
BATSE 2523 p01,S,S,C,1.127,0.2,0,0.165,1.653,0.202,2.33E-07,2.02E-08,9.249,1.825,0.051923916,0.027,0.095,-0.694699101,-6.631899148,0.966094779
BATSE 2529 p01,S,S,C,0.445,0.12,0,0.282,0.648,0.127,5.18E-08,9.26E-09,6.926,2.76,-0.351639989,0.019,-0.036,-0.897412279,-7.286005732,0.840482487
BATSE 2564 p01,S,S,C,0.392,0.09,0.04,0.161,1.063,0.133,6.14E-08,1.00E-08,5.432,1.855,-0.406713933,0.683,0.05,-0.875837725,-7.211902367,0.734959761
BATSE 2583 p01,S,S,C,0.189,0.06,0.001,0.019,4.993,0.223,3.82E-07,2.60E-08,11.883,1.988,-0.723538196,0.198,0.002,-0.652650679,-6.417595702,1.074926097
BATSE 2585 p01,S,X,C,1.71,0.28,0,0.275,0.493,0.109,1.06E-07,1.19E-08,2.274,0.579,0.23299611,0.057,0.43,-0.963656204,-6.97674754,0.35679046
BATSE 2597 p01,S,S,C,0.38,0.1,0.125,0.247,0.561,0.082,7.17E-08,1.11E-08,10.185,3.811,-0.420216403,0.408,0.073,-1.084253666,-7.144783805,1.007961033
BATSE 2599 p01,S,S,C,0.135,0.05,0.103,0.159,3.201,0.556,1.51E-07,1.73E-08,44.815,19.109,-0.869666232,1,0.07,-0.254547533,-6.820161072,1.651423401
BATSE 2614 p01,S,S,C,0.418,0.25,0.015,0.011,0.958,0.06,4.11E-07,2.62E-08,7.028,0.988,-0.378823718,0.821,0.001,-1.222185885,-6.386052523,0.846831753
BATSE 2615 p01,S,X,C,0.101,0.12,0.1,0.014,0.399,0.088,6.85E-08,9.07E-09,3.447,1.412,-0.995678626,0.403,0.034,-1.054664602,-7.164182646,0.537441283
BATSE 2632 p01,S,S,C,1.75,0.26,0.029,0.1,1.502,0.162,2.88E-07,2.14E-08,5.107,0.813,0.243038049,0.763,0.05,-0.79003422,-6.540155358,0.708165858
BATSE 2633 p01,S,S,C,0.28,0.1,0.08,0.176,0.366,0.072,2.95E-08,6.81E-09,3.667,1.685,-0.552841969,0.77,-0.22,-1.142571885,-7.530325227,0.56431091
BATSE 2633 p02,S,S,C,0.5,0.11,0.1,0.282,0.636,0.12,7.26E-08,1.14E-08,8.462,2.856,-0.301029996,0.86,-0.13,-0.919062437,-7.138943755,0.927473021
BATSE 2649 p01,S,S,C,0.322,0.1,0.055,0.08,1.346,0.144,1.11E-07,1.32E-08,4.979,1.292,-0.492144128,0.751,0.041,-0.843131434,-6.953114809,0.697142126
BATSE 2679 p01,S,S,C,0.404,0.1,0.004,0.009,15.423,0.423,1.51E-06,5.25E-08,14.483,1.28,-0.393618635,0.523,-0.076,-0.373165269,-5.821886748,1.160858531
BATSE 2690 p01,S,S,C,0.27,0.05,0.1,0.081,1.645,0.2,4.79E-08,8.98E-09,13.037,6.679,-0.568636236,1,0,-0.698995945,-7.319664487,1.115177666
BATSE 2693 p01,S,S,C,0.5,0.13,0,0.158,0.575,0.111,6.22E-08,9.93E-09,4.838,1.642,-0.301029996,0.038,0.04,-0.954077755,-7.206279443,0.684665864
BATSE 2701 p01,S,X,C,0.971,,0.035,,0.436,0.088,,,,,-0.01278077,0.416,,-1.057129124,,
BATSE 2715 p01,S,S,C,0.515,0.11,0.001,0.022,9.617,0.34,1.19E-06,4.70E-08,18.893,2.062,-0.288192771,0.214,0.037,-0.468602102,-5.925549281,1.276300925
BATSE 2748 p01,S,S,C,0.403,0.1,0.055,0.116,1.103,0.153,7.76E-08,1.13E-08,5.991,1.883,-0.394694954,0.691,-0.007,-0.815943601,-7.110026362,0.77749932
BATSE 2755 p01,S,S,C,0.231,0.08,0,0.125,0.85,0.126,7.68E-08,1.16E-08,8.148,2.667,-0.63638802,0.028,-0.028,-0.898126188,-7.11463878,0.91105102
